o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
157037,35230,P,368203.14,19940219,3-MEDIUM,Clerk#92,0,Order 157037 comment
157038,30067,F,24567.95,19961022,2-HIGH,Clerk#60,1,Order 157038 comment
157039,35174,P,109805.04,19950830,2-HIGH,Clerk#11,0,Order 157039 comment
157040,23256,P,94340.98,19960528,2-HIGH,Clerk#58,0,Order 157040 comment
157041,46428,P,49836.98,19920913,3-MEDIUM,Clerk#60,0,Order 157041 comment
157042,39243,F,202804.35,19950524,5-LOW,Clerk#26,1,Order 157042 comment
157043,41410,P,180359.35,19920111,4-NOT SPECIFIED,Clerk#92,0,Order 157043 comment
157044,40849,P,9933.23,19950324,1-URGENT,Clerk#17,0,Order 157044 comment
157045,35275,F,137263.89,19981008,4-NOT SPECIFIED,Clerk#83,1,Order 157045 comment
157046,19377,O,118488.03,19941212,4-NOT SPECIFIED,Clerk#95,1,Order 157046 comment
157047,29435,O,189825.43,19950307,4-NOT SPECIFIED,Clerk#22,0,Order 157047 comment
157048,35761,F,412335.03,19951022,5-LOW,Clerk#100,1,Order 157048 comment
157049,24749,O,171761.59,19960925,3-MEDIUM,Clerk#19,1,Order 157049 comment
157050,24947,O,103073.92,19970403,1-URGENT,Clerk#22,1,Order 157050 comment
157051,135,F,470610.48,19930121,1-URGENT,Clerk#2,1,Order 157051 comment
157052,46348,P,211716.86,19981213,3-MEDIUM,Clerk#41,1,Order 157052 comment
157053,24128,O,303374.6,19980823,5-LOW,Clerk#38,0,Order 157053 comment
157054,6872,F,377216.55,19980123,3-MEDIUM,Clerk#93,1,Order 157054 comment
157055,22137,F,437079.16,19950711,2-HIGH,Clerk#48,1,Order 157055 comment
157056,18330,O,466438.56,19960522,4-NOT SPECIFIED,Clerk#22,0,Order 157056 comment
157057,47689,O,156175.79,19970414,1-URGENT,Clerk#21,1,Order 157057 comment
157058,27766,P,157311.55,19941210,1-URGENT,Clerk#94,0,Order 157058 comment
157059,36119,O,499579.83,19920111,5-LOW,Clerk#35,1,Order 157059 comment
157060,33855,F,447161.54,19921210,1-URGENT,Clerk#32,0,Order 157060 comment
157061,4171,F,124484.29,19950426,3-MEDIUM,Clerk#51,1,Order 157061 comment
157062,32786,O,89263.88,19940715,5-LOW,Clerk#98,0,Order 157062 comment
157063,25011,P,10204.41,19960822,4-NOT SPECIFIED,Clerk#77,1,Order 157063 comment
157064,21653,O,55568.29,19930126,2-HIGH,Clerk#31,0,Order 157064 comment
157065,15899,F,341074.15,19980620,1-URGENT,Clerk#57,0,Order 157065 comment
157066,35385,O,125346.67,19920909,3-MEDIUM,Clerk#54,1,Order 157066 comment
157067,29494,O,229339.18,19921129,3-MEDIUM,Clerk#99,1,Order 157067 comment
157068,47162,O,396136.18,19980729,3-MEDIUM,Clerk#88,0,Order 157068 comment
157069,39033,F,413734.3,19981027,2-HIGH,Clerk#100,0,Order 157069 comment
157070,37111,P,235722.06,19920111,5-LOW,Clerk#63,1,Order 157070 comment
157071,46024,P,383807.19,19960806,4-NOT SPECIFIED,Clerk#12,0,Order 157071 comment
157072,2900,F,257011.31,19960515,2-HIGH,Clerk#81,1,Order 157072 comment
157073,4319,O,499289.63,19951112,1-URGENT,Clerk#26,1,Order 157073 comment
157074,44821,O,434551.7,19970521,4-NOT SPECIFIED,Clerk#70,1,Order 157074 comment
157075,48775,O,412325.27,19950314,1-URGENT,Clerk#98,0,Order 157075 comment
157076,47647,F,132527.85,19920425,3-MEDIUM,Clerk#51,0,Order 157076 comment
157077,45676,P,283871.63,19940417,1-URGENT,Clerk#59,1,Order 157077 comment
157078,8652,P,1286.44,19961002,1-URGENT,Clerk#25,0,Order 157078 comment
157079,32080,P,469989.84,19960626,2-HIGH,Clerk#82,0,Order 157079 comment
157080,20385,P,99430.78,19940114,5-LOW,Clerk#51,0,Order 157080 comment
157081,23680,P,45763.58,19970304,5-LOW,Clerk#59,1,Order 157081 comment
157082,27325,P,421592.1,19920810,4-NOT SPECIFIED,Clerk#44,1,Order 157082 comment
157083,20329,F,121946.03,19920411,4-NOT SPECIFIED,Clerk#31,0,Order 157083 comment
157084,37480,O,112604.17,19921022,4-NOT SPECIFIED,Clerk#28,0,Order 157084 comment
157085,26356,O,294534.76,19950722,2-HIGH,Clerk#4,1,Order 157085 comment
157086,21521,O,78039.39,19970321,4-NOT SPECIFIED,Clerk#3,0,Order 157086 comment
157087,27501,F,262063.24,19980810,5-LOW,Clerk#87,0,Order 157087 comment
157088,32397,F,395419.15,19920714,3-MEDIUM,Clerk#88,0,Order 157088 comment
157089,14070,F,255303.24,19970809,2-HIGH,Clerk#5,1,Order 157089 comment
157090,21014,F,229825.96,19930716,1-URGENT,Clerk#1,1,Order 157090 comment
157091,48553,O,163821.6,19920511,2-HIGH,Clerk#1,1,Order 157091 comment
157092,34437,F,374955.3,19970501,5-LOW,Clerk#23,1,Order 157092 comment
157093,8057,F,312351.95,19970213,5-LOW,Clerk#91,0,Order 157093 comment
157094,44660,P,327255.23,19921229,5-LOW,Clerk#18,0,Order 157094 comment
157095,14358,P,4398.34,19970723,5-LOW,Clerk#6,1,Order 157095 comment
157096,19357,F,330913.32,19980420,3-MEDIUM,Clerk#11,1,Order 157096 comment
157097,11794,P,466181.48,19980107,2-HIGH,Clerk#49,1,Order 157097 comment
157098,10907,F,41357.99,19980414,3-MEDIUM,Clerk#21,1,Order 157098 comment
157099,44653,O,28906.83,19980815,4-NOT SPECIFIED,Clerk#25,0,Order 157099 comment
157100,32876,P,4015.76,19970513,3-MEDIUM,Clerk#66,1,Order 157100 comment
157101,9540,P,493160.25,19920411,4-NOT SPECIFIED,Clerk#90,1,Order 157101 comment
157102,47921,F,92177.28,19981104,1-URGENT,Clerk#53,0,Order 157102 comment
157103,40131,O,223806.53,19970723,1-URGENT,Clerk#97,0,Order 157103 comment
157104,28664,P,355441.49,19951224,4-NOT SPECIFIED,Clerk#90,0,Order 157104 comment
157105,35432,F,293451.33,19951110,3-MEDIUM,Clerk#33,0,Order 157105 comment
157106,21958,F,55122.93,19940330,2-HIGH,Clerk#15,0,Order 157106 comment
157107,13737,O,98585.19,19930713,5-LOW,Clerk#98,0,Order 157107 comment
157108,12131,P,81072.66,19940127,4-NOT SPECIFIED,Clerk#41,0,Order 157108 comment
157109,3302,O,443561.62,19920622,2-HIGH,Clerk#16,1,Order 157109 comment
157110,22460,F,252787.6,19970517,3-MEDIUM,Clerk#65,0,Order 157110 comment
157111,35386,O,239021.84,19980218,5-LOW,Clerk#29,0,Order 157111 comment
157112,43255,O,109418.25,19961116,3-MEDIUM,Clerk#77,0,Order 157112 comment
157113,27208,P,225901.01,19950118,2-HIGH,Clerk#93,1,Order 157113 comment
157114,27521,P,490538.94,19930405,2-HIGH,Clerk#49,1,Order 157114 comment
157115,23022,P,232309.59,19930416,1-URGENT,Clerk#15,0,Order 157115 comment
157116,37995,P,370067.99,19970209,3-MEDIUM,Clerk#96,0,Order 157116 comment
157117,32207,F,108665.4,19940810,3-MEDIUM,Clerk#75,1,Order 157117 comment
157118,7713,F,433022.22,19930810,1-URGENT,Clerk#26,0,Order 157118 comment
157119,318,P,223207.01,19920120,2-HIGH,Clerk#30,1,Order 157119 comment
157120,23273,P,223682.99,19960515,5-LOW,Clerk#69,0,Order 157120 comment
157121,34311,P,426887.11,19970406,5-LOW,Clerk#6,1,Order 157121 comment
157122,20446,P,256122.88,19940220,4-NOT SPECIFIED,Clerk#1,1,Order 157122 comment
157123,19614,O,442470.74,19970204,5-LOW,Clerk#75,1,Order 157123 comment
157124,7603,P,331383.62,19980310,5-LOW,Clerk#3,1,Order 157124 comment
157125,34491,F,53553.89,19940418,2-HIGH,Clerk#51,1,Order 157125 comment
157126,47497,O,6986.57,19950719,4-NOT SPECIFIED,Clerk#70,0,Order 157126 comment
157127,19738,O,299653.4,19920716,1-URGENT,Clerk#69,1,Order 157127 comment
157128,47134,O,125973.88,19961101,5-LOW,Clerk#7,1,Order 157128 comment
157129,30834,O,6348.5,19960607,2-HIGH,Clerk#34,1,Order 157129 comment
157130,14082,P,467849.26,19980307,4-NOT SPECIFIED,Clerk#31,1,Order 157130 comment
157131,7881,O,154895.8,19920828,4-NOT SPECIFIED,Clerk#37,1,Order 157131 comment
157132,21672,P,186426.59,19920425,3-MEDIUM,Clerk#3,1,Order 157132 comment
157133,40531,O,316167.43,19920313,3-MEDIUM,Clerk#56,1,Order 157133 comment
157134,38346,F,318637.11,19950804,1-URGENT,Clerk#98,1,Order 157134 comment
157135,36325,P,318476.26,19950505,2-HIGH,Clerk#39,0,Order 157135 comment
157136,4739,F,317462.55,19930207,4-NOT SPECIFIED,Clerk#47,1,Order 157136 comment
157137,48436,P,400956.56,19950826,3-MEDIUM,Clerk#64,1,Order 157137 comment
157138,3294,F,453016.01,19950420,2-HIGH,Clerk#84,0,Order 157138 comment
157139,43915,O,303638.62,19940226,1-URGENT,Clerk#31,0,Order 157139 comment
157140,6546,O,351574.24,19940914,5-LOW,Clerk#68,0,Order 157140 comment
157141,42601,P,366124.21,19940329,3-MEDIUM,Clerk#32,1,Order 157141 comment
157142,5161,P,357406.84,19970219,4-NOT SPECIFIED,Clerk#19,0,Order 157142 comment
157143,44052,O,15351.37,19971122,1-URGENT,Clerk#3,0,Order 157143 comment
157144,32727,F,421713.57,19960826,1-URGENT,Clerk#66,0,Order 157144 comment
157145,14107,O,405993.43,19980515,3-MEDIUM,Clerk#39,1,Order 157145 comment
157146,9832,O,213429.24,19960618,1-URGENT,Clerk#80,1,Order 157146 comment
157147,22611,P,193764.85,19980403,2-HIGH,Clerk#62,1,Order 157147 comment
157148,38313,O,434213.18,19980428,4-NOT SPECIFIED,Clerk#33,0,Order 157148 comment
157149,43747,O,287294.66,19960122,4-NOT SPECIFIED,Clerk#43,0,Order 157149 comment
157150,1101,P,315389.32,19940401,3-MEDIUM,Clerk#19,1,Order 157150 comment
157151,28827,F,368928.58,19930626,5-LOW,Clerk#71,1,Order 157151 comment
157152,29396,F,267145.59,19940627,5-LOW,Clerk#1,0,Order 157152 comment
157153,22385,O,206621.16,19980911,2-HIGH,Clerk#32,1,Order 157153 comment
157154,49649,O,263366.63,19970624,2-HIGH,Clerk#42,0,Order 157154 comment
157155,14322,O,22964.01,19960421,3-MEDIUM,Clerk#100,1,Order 157155 comment
157156,1419,O,486173.49,19980718,2-HIGH,Clerk#82,0,Order 157156 comment
157157,11728,P,87926.1,19950224,2-HIGH,Clerk#96,0,Order 157157 comment
157158,31100,O,227331.62,19971220,5-LOW,Clerk#52,0,Order 157158 comment
157159,31881,P,65751.87,19950903,1-URGENT,Clerk#38,1,Order 157159 comment
157160,19935,F,493828.17,19960522,3-MEDIUM,Clerk#36,1,Order 157160 comment
157161,38729,O,490105.6,19930805,3-MEDIUM,Clerk#42,0,Order 157161 comment
157162,37456,P,261566.75,19950610,3-MEDIUM,Clerk#62,0,Order 157162 comment
157163,26404,F,138808.21,19930725,1-URGENT,Clerk#21,0,Order 157163 comment
157164,41884,P,496804.28,19920402,2-HIGH,Clerk#48,0,Order 157164 comment
157165,46878,O,222762.43,19980206,2-HIGH,Clerk#52,1,Order 157165 comment
157166,44404,O,32636.64,19970918,4-NOT SPECIFIED,Clerk#73,1,Order 157166 comment
157167,6505,F,58513.82,19930530,3-MEDIUM,Clerk#62,0,Order 157167 comment
157168,24391,F,189350.82,19980123,1-URGENT,Clerk#75,1,Order 157168 comment
157169,5644,O,7143.74,19940911,1-URGENT,Clerk#16,1,Order 157169 comment
157170,38406,O,56647.5,19940430,5-LOW,Clerk#21,1,Order 157170 comment
157171,33733,O,423210.39,19980611,1-URGENT,Clerk#47,1,Order 157171 comment
157172,35729,O,71907.41,19980310,5-LOW,Clerk#26,0,Order 157172 comment
157173,6976,O,102115.88,19960515,1-URGENT,Clerk#53,0,Order 157173 comment
157174,3299,F,361831.05,19940426,1-URGENT,Clerk#48,1,Order 157174 comment
157175,33492,F,115272.54,19920629,2-HIGH,Clerk#59,0,Order 157175 comment
157176,15134,O,184286.92,19920420,2-HIGH,Clerk#19,1,Order 157176 comment
157177,34259,O,423619.17,19920130,2-HIGH,Clerk#80,0,Order 157177 comment
157178,5833,F,434673.75,19980502,1-URGENT,Clerk#62,1,Order 157178 comment
157179,7031,O,370145.98,19920402,3-MEDIUM,Clerk#42,0,Order 157179 comment
157180,28622,P,56161.47,19940820,1-URGENT,Clerk#8,1,Order 157180 comment
157181,4362,F,467504.97,19951109,3-MEDIUM,Clerk#37,1,Order 157181 comment
157182,19049,P,199758.87,19930807,5-LOW,Clerk#73,0,Order 157182 comment
157183,34496,O,61522.09,19960317,2-HIGH,Clerk#13,0,Order 157183 comment
157184,34063,P,319838.18,19940910,3-MEDIUM,Clerk#89,1,Order 157184 comment
157185,7487,O,161498.86,19971211,2-HIGH,Clerk#25,1,Order 157185 comment
157186,49132,O,437053.77,19941122,1-URGENT,Clerk#56,0,Order 157186 comment
157187,32040,O,259697.81,19940705,3-MEDIUM,Clerk#73,1,Order 157187 comment
157188,25285,F,446955.02,19920804,4-NOT SPECIFIED,Clerk#59,1,Order 157188 comment
157189,26830,O,123442.02,19920422,4-NOT SPECIFIED,Clerk#43,0,Order 157189 comment
157190,26779,F,263466.14,19950913,4-NOT SPECIFIED,Clerk#34,1,Order 157190 comment
157191,25306,F,112050.15,19960820,1-URGENT,Clerk#47,0,Order 157191 comment
157192,41495,P,178325.09,19920215,5-LOW,Clerk#91,0,Order 157192 comment
157193,6255,O,89381.24,19940820,5-LOW,Clerk#20,1,Order 157193 comment
157194,34715,O,474475.67,19971121,4-NOT SPECIFIED,Clerk#92,1,Order 157194 comment
157195,44188,P,256302.11,19920906,5-LOW,Clerk#98,1,Order 157195 comment
157196,1961,F,399257.09,19920614,1-URGENT,Clerk#72,1,Order 157196 comment
157197,25803,F,413533.4,19970225,2-HIGH,Clerk#83,1,Order 157197 comment
157198,18026,P,177612.36,19940320,3-MEDIUM,Clerk#80,1,Order 157198 comment
157199,2110,O,194335.37,19961013,1-URGENT,Clerk#76,1,Order 157199 comment
157200,47381,P,309515.05,19930830,2-HIGH,Clerk#1,1,Order 157200 comment
157201,16062,F,467186.86,19960324,5-LOW,Clerk#7,1,Order 157201 comment
157202,31198,F,285793.47,19920815,3-MEDIUM,Clerk#21,0,Order 157202 comment
157203,5596,P,132085.9,19961014,5-LOW,Clerk#23,0,Order 157203 comment
157204,162,O,271550.51,19941029,3-MEDIUM,Clerk#54,0,Order 157204 comment
157205,41972,O,336071.76,19960407,2-HIGH,Clerk#59,0,Order 157205 comment
157206,44274,O,451719.65,19930507,5-LOW,Clerk#21,0,Order 157206 comment
157207,31947,F,76992.61,19970322,4-NOT SPECIFIED,Clerk#20,0,Order 157207 comment
157208,44475,F,213487.77,19971031,4-NOT SPECIFIED,Clerk#70,1,Order 157208 comment
157209,4126,O,418345.48,19970211,2-HIGH,Clerk#76,0,Order 157209 comment
157210,29415,F,128566.96,19941205,5-LOW,Clerk#5,1,Order 157210 comment
157211,3052,F,300403.21,19971229,3-MEDIUM,Clerk#50,0,Order 157211 comment
157212,43771,F,118838.38,19980602,1-URGENT,Clerk#91,1,Order 157212 comment
157213,34836,O,478125.45,19961111,4-NOT SPECIFIED,Clerk#45,1,Order 157213 comment
157214,2916,O,463926.6,19961130,4-NOT SPECIFIED,Clerk#25,1,Order 157214 comment
157215,38338,O,179505.24,19960521,3-MEDIUM,Clerk#74,1,Order 157215 comment
157216,17947,O,181141.37,19930626,5-LOW,Clerk#49,0,Order 157216 comment
157217,9527,F,51618.67,19970912,5-LOW,Clerk#55,0,Order 157217 comment
157218,29570,O,69090.41,19920519,3-MEDIUM,Clerk#84,0,Order 157218 comment
157219,1509,F,309944.4,19930501,2-HIGH,Clerk#3,1,Order 157219 comment
157220,13454,P,49629.99,19981105,5-LOW,Clerk#13,1,Order 157220 comment
157221,33104,P,306913.07,19960416,2-HIGH,Clerk#74,1,Order 157221 comment
157222,6770,O,178936.59,19960107,1-URGENT,Clerk#96,1,Order 157222 comment
157223,31251,P,126385.15,19980703,1-URGENT,Clerk#39,0,Order 157223 comment
157224,32985,O,486987.96,19951003,3-MEDIUM,Clerk#31,0,Order 157224 comment
157225,11070,F,197054.86,19950601,1-URGENT,Clerk#25,1,Order 157225 comment
157226,15474,O,205411.96,19980917,1-URGENT,Clerk#72,1,Order 157226 comment
157227,35616,P,253107.18,19931106,5-LOW,Clerk#1,1,Order 157227 comment
157228,543,P,421471.1,19951231,4-NOT SPECIFIED,Clerk#70,1,Order 157228 comment
157229,856,O,484217.15,19940513,3-MEDIUM,Clerk#32,1,Order 157229 comment
157230,30069,F,120368.7,19980513,3-MEDIUM,Clerk#3,0,Order 157230 comment
157231,3365,F,296576.75,19930327,1-URGENT,Clerk#23,1,Order 157231 comment
157232,30264,F,44328.89,19941229,5-LOW,Clerk#4,1,Order 157232 comment
157233,8451,F,368207.18,19950805,5-LOW,Clerk#67,1,Order 157233 comment
157234,27316,O,348999.17,19980817,5-LOW,Clerk#87,0,Order 157234 comment
157235,34186,F,113585.37,19970318,1-URGENT,Clerk#16,0,Order 157235 comment
157236,49584,F,479070.2,19930622,2-HIGH,Clerk#94,0,Order 157236 comment
157237,10408,F,428448.37,19940720,4-NOT SPECIFIED,Clerk#20,1,Order 157237 comment
157238,44317,P,332053.23,19970601,2-HIGH,Clerk#14,0,Order 157238 comment
157239,10923,F,260759.14,19970911,2-HIGH,Clerk#21,0,Order 157239 comment
157240,11432,P,401776.38,19950922,4-NOT SPECIFIED,Clerk#68,1,Order 157240 comment
157241,2939,O,244178.39,19960703,5-LOW,Clerk#62,1,Order 157241 comment
157242,24197,P,433494.51,19940502,4-NOT SPECIFIED,Clerk#46,1,Order 157242 comment
157243,26939,F,148589.86,19970102,3-MEDIUM,Clerk#61,1,Order 157243 comment
157244,45754,O,157710.06,19961207,2-HIGH,Clerk#42,0,Order 157244 comment
157245,5492,O,249628.72,19920807,3-MEDIUM,Clerk#23,1,Order 157245 comment
157246,29023,O,38069.37,19970307,5-LOW,Clerk#67,1,Order 157246 comment
157247,31802,O,188920.65,19930109,5-LOW,Clerk#29,1,Order 157247 comment
157248,35766,P,34792.84,19950308,2-HIGH,Clerk#65,0,Order 157248 comment
157249,38697,P,131522.43,19940911,1-URGENT,Clerk#76,1,Order 157249 comment
157250,37757,P,440051.74,19970110,4-NOT SPECIFIED,Clerk#87,1,Order 157250 comment
157251,199,F,450733.2,19950504,3-MEDIUM,Clerk#76,0,Order 157251 comment
157252,8431,P,223431.41,19920802,5-LOW,Clerk#49,0,Order 157252 comment
157253,42547,P,99054.35,19970802,4-NOT SPECIFIED,Clerk#78,0,Order 157253 comment
157254,37198,P,321817.08,19980601,3-MEDIUM,Clerk#17,0,Order 157254 comment
157255,21213,O,22562.98,19980415,5-LOW,Clerk#1,0,Order 157255 comment
157256,34512,O,391041.63,19940717,5-LOW,Clerk#53,1,Order 157256 comment
157257,21424,O,139927.91,19951004,4-NOT SPECIFIED,Clerk#44,0,Order 157257 comment
157258,12789,F,450898.11,19930225,1-URGENT,Clerk#29,0,Order 157258 comment
157259,4672,P,250006.57,19970120,2-HIGH,Clerk#33,0,Order 157259 comment
157260,8098,F,246437.71,19950822,2-HIGH,Clerk#46,1,Order 157260 comment
157261,46564,F,62931.63,19930719,5-LOW,Clerk#54,0,Order 157261 comment
157262,611,F,304334.18,19940523,5-LOW,Clerk#29,0,Order 157262 comment
157263,21835,P,45731.71,19930323,1-URGENT,Clerk#9,1,Order 157263 comment
157264,47624,F,135083.95,19980516,4-NOT SPECIFIED,Clerk#60,1,Order 157264 comment
157265,49352,P,204984.72,19920126,1-URGENT,Clerk#29,1,Order 157265 comment
157266,27941,P,152814.88,19981124,2-HIGH,Clerk#46,0,Order 157266 comment
157267,18634,O,332089.44,19970907,5-LOW,Clerk#52,1,Order 157267 comment
157268,47726,F,246862.49,19930730,4-NOT SPECIFIED,Clerk#88,1,Order 157268 comment
157269,34708,O,218092.0,19961010,2-HIGH,Clerk#37,0,Order 157269 comment
157270,4784,F,145642.6,19950813,2-HIGH,Clerk#59,1,Order 157270 comment
157271,20507,F,49022.02,19930331,2-HIGH,Clerk#66,1,Order 157271 comment
157272,41259,O,493868.9,19920825,2-HIGH,Clerk#97,1,Order 157272 comment
157273,5448,P,252249.52,19980101,1-URGENT,Clerk#65,1,Order 157273 comment
157274,12602,P,349520.0,19970202,4-NOT SPECIFIED,Clerk#100,0,Order 157274 comment
157275,24575,F,432977.09,19921112,2-HIGH,Clerk#4,0,Order 157275 comment
157276,43343,O,361305.53,19951201,1-URGENT,Clerk#95,0,Order 157276 comment
157277,21865,O,325915.42,19960221,1-URGENT,Clerk#17,1,Order 157277 comment
157278,15030,F,426208.66,19930722,4-NOT SPECIFIED,Clerk#89,1,Order 157278 comment
157279,10822,P,258008.9,19971015,5-LOW,Clerk#12,1,Order 157279 comment
157280,34169,F,219495.91,19950713,3-MEDIUM,Clerk#22,1,Order 157280 comment
157281,35264,P,96500.01,19950717,3-MEDIUM,Clerk#23,1,Order 157281 comment
157282,45604,P,34398.57,19930422,1-URGENT,Clerk#91,1,Order 157282 comment
157283,38090,O,299025.34,19921112,4-NOT SPECIFIED,Clerk#87,1,Order 157283 comment
157284,26432,O,335163.43,19950723,4-NOT SPECIFIED,Clerk#58,1,Order 157284 comment
157285,38151,O,470453.1,19970722,3-MEDIUM,Clerk#92,0,Order 157285 comment
157286,46788,O,131422.32,19920714,4-NOT SPECIFIED,Clerk#25,1,Order 157286 comment
157287,25868,F,421383.27,19960911,4-NOT SPECIFIED,Clerk#89,0,Order 157287 comment
157288,9731,F,382684.61,19941202,2-HIGH,Clerk#35,0,Order 157288 comment
157289,2307,P,14302.36,19981010,5-LOW,Clerk#60,1,Order 157289 comment
157290,44016,O,24661.96,19930108,5-LOW,Clerk#31,0,Order 157290 comment
157291,2903,P,453218.03,19921201,5-LOW,Clerk#19,0,Order 157291 comment
157292,10158,P,135850.46,19920626,4-NOT SPECIFIED,Clerk#24,1,Order 157292 comment
157293,9078,O,335614.37,19971103,5-LOW,Clerk#65,1,Order 157293 comment
157294,38599,F,34432.1,19961121,1-URGENT,Clerk#64,0,Order 157294 comment
157295,25385,O,215535.96,19950710,3-MEDIUM,Clerk#90,1,Order 157295 comment
157296,13323,O,432399.67,19920812,5-LOW,Clerk#52,1,Order 157296 comment
157297,9434,O,61882.09,19980117,2-HIGH,Clerk#17,0,Order 157297 comment
157298,30527,O,194874.8,19920912,3-MEDIUM,Clerk#82,0,Order 157298 comment
157299,10244,F,56864.33,19921219,4-NOT SPECIFIED,Clerk#19,1,Order 157299 comment
157300,34085,O,229974.34,19980401,4-NOT SPECIFIED,Clerk#8,0,Order 157300 comment
157301,22288,P,493091.08,19940402,2-HIGH,Clerk#47,0,Order 157301 comment
157302,5265,F,417018.97,19980902,4-NOT SPECIFIED,Clerk#66,1,Order 157302 comment
157303,14940,F,303761.13,19941103,3-MEDIUM,Clerk#65,0,Order 157303 comment
157304,6127,P,275167.26,19970904,3-MEDIUM,Clerk#40,0,Order 157304 comment
157305,47631,F,21841.28,19980918,4-NOT SPECIFIED,Clerk#87,0,Order 157305 comment
157306,10698,P,189118.52,19950506,2-HIGH,Clerk#38,1,Order 157306 comment
157307,9276,F,448183.05,19960417,3-MEDIUM,Clerk#47,0,Order 157307 comment
157308,43068,O,292403.37,19961230,5-LOW,Clerk#34,0,Order 157308 comment
157309,17662,F,476359.65,19960410,5-LOW,Clerk#12,1,Order 157309 comment
157310,10258,P,303730.88,19960112,2-HIGH,Clerk#56,1,Order 157310 comment
157311,21144,F,8830.42,19960529,4-NOT SPECIFIED,Clerk#26,0,Order 157311 comment
157312,28640,P,182900.81,19950720,2-HIGH,Clerk#8,1,Order 157312 comment
157313,30726,P,1031.33,19950219,1-URGENT,Clerk#47,0,Order 157313 comment
157314,24008,O,172696.76,19940128,3-MEDIUM,Clerk#91,0,Order 157314 comment
157315,37120,P,275582.7,19950407,4-NOT SPECIFIED,Clerk#42,1,Order 157315 comment
157316,1430,O,391956.15,19930831,3-MEDIUM,Clerk#61,1,Order 157316 comment
157317,18016,O,150277.76,19940407,5-LOW,Clerk#52,1,Order 157317 comment
157318,5690,P,387440.22,19941118,2-HIGH,Clerk#24,0,Order 157318 comment
157319,45351,F,280036.77,19950716,5-LOW,Clerk#12,0,Order 157319 comment
157320,8357,O,318076.19,19940726,1-URGENT,Clerk#76,1,Order 157320 comment
157321,27898,P,103855.18,19930401,5-LOW,Clerk#65,0,Order 157321 comment
157322,39206,F,225094.24,19960619,3-MEDIUM,Clerk#38,1,Order 157322 comment
157323,6903,P,493781.29,19950610,3-MEDIUM,Clerk#91,1,Order 157323 comment
157324,36381,O,27991.92,19960216,3-MEDIUM,Clerk#100,1,Order 157324 comment
157325,25512,P,260073.82,19970910,3-MEDIUM,Clerk#12,0,Order 157325 comment
157326,35312,P,148151.19,19960908,3-MEDIUM,Clerk#47,0,Order 157326 comment
157327,29246,P,449047.25,19940924,2-HIGH,Clerk#46,1,Order 157327 comment
157328,42269,O,150659.04,19930811,4-NOT SPECIFIED,Clerk#56,1,Order 157328 comment
157329,32477,P,361062.16,19960723,4-NOT SPECIFIED,Clerk#27,0,Order 157329 comment
157330,2580,P,423332.06,19971212,2-HIGH,Clerk#64,0,Order 157330 comment
157331,30952,O,325832.01,19970814,4-NOT SPECIFIED,Clerk#63,0,Order 157331 comment
157332,12305,P,39850.46,19980108,5-LOW,Clerk#99,0,Order 157332 comment
157333,42709,O,122304.46,19930428,2-HIGH,Clerk#95,1,Order 157333 comment
157334,40231,F,34848.89,19960618,3-MEDIUM,Clerk#60,1,Order 157334 comment
157335,34029,O,160623.64,19980311,3-MEDIUM,Clerk#27,0,Order 157335 comment
157336,2026,P,220867.86,19940501,5-LOW,Clerk#56,0,Order 157336 comment
157337,14691,P,327020.61,19970925,5-LOW,Clerk#97,1,Order 157337 comment
157338,39429,F,183487.95,19921225,3-MEDIUM,Clerk#5,0,Order 157338 comment
157339,46430,F,148680.8,19961130,2-HIGH,Clerk#61,0,Order 157339 comment
157340,15444,O,264781.08,19970306,3-MEDIUM,Clerk#59,0,Order 157340 comment
157341,16592,O,96342.59,19960724,5-LOW,Clerk#32,0,Order 157341 comment
157342,20883,O,7178.26,19970719,5-LOW,Clerk#50,1,Order 157342 comment
157343,1773,P,102606.94,19970308,2-HIGH,Clerk#80,1,Order 157343 comment
157344,32511,O,420266.9,19930816,4-NOT SPECIFIED,Clerk#77,1,Order 157344 comment
157345,39074,F,364051.98,19920417,2-HIGH,Clerk#94,1,Order 157345 comment
157346,1563,O,447483.25,19951109,4-NOT SPECIFIED,Clerk#84,0,Order 157346 comment
157347,13929,F,48272.28,19940712,4-NOT SPECIFIED,Clerk#47,1,Order 157347 comment
157348,22893,F,219898.32,19970218,3-MEDIUM,Clerk#61,1,Order 157348 comment
157349,38611,P,93536.51,19950424,2-HIGH,Clerk#95,0,Order 157349 comment
157350,33368,O,450288.11,19950728,2-HIGH,Clerk#44,0,Order 157350 comment
157351,36460,O,326208.29,19940812,3-MEDIUM,Clerk#45,0,Order 157351 comment
157352,36589,O,385770.69,19961230,4-NOT SPECIFIED,Clerk#43,0,Order 157352 comment
157353,620,P,129846.57,19970117,2-HIGH,Clerk#84,1,Order 157353 comment
157354,23378,P,174559.56,19971005,3-MEDIUM,Clerk#42,0,Order 157354 comment
157355,44867,O,141639.01,19940519,2-HIGH,Clerk#61,1,Order 157355 comment
157356,7683,O,115875.57,19950719,1-URGENT,Clerk#75,0,Order 157356 comment
157357,43765,P,144827.38,19980208,1-URGENT,Clerk#64,1,Order 157357 comment
